Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,16.262545,16.641375,16.248346,16.57313,16.57313,147611217
2012-01-04,16.563665,16.693678,16.453827,16.644611,16.644611,114989399
2012-01-05,16.491436,16.537264,16.344486,16.413727,16.413727,131808205
2012-01-06,16.417213,16.438385,16.184088,16.189817,16.189817,108119746
2012-01-09,16.102144,16.114599,15.472754,15.503389,15.503389,233776981
2012-01-10,15.684959,15.785831,15.365158,15.520326,15.520326,176483032
2012-01-11,15.529292,15.675993,15.470015,15.590563,15.590563,96359832
2012-01-12,15.721572,15.763166,15.604012,15.682219,15.682219,75289148
2012-01-13,15.598035,15.61522,15.46852,15.566403,15.566403,92637933
2012-01-17,15.740501,15.740501,15.583589,15.655818,15.655818,76658261
2012-01-18,15.60725,15.790812,15.494921,15.763664,15.763664,110882061
2012-01-19,15.96491,15.96491,15.727549,15.929542,15.929542,253157352
2012-01-20,14.70812,14.719826,14.488195,14.595044,14.595044,424637703
2012-01-23,14.595293,14.661545,14.524558,14.583338,14.583338,137027695
2012-01-24,14.603263,14.637136,14.39604,14.469017,14.469017,122690156
2012-01-25,14.383836,14.413724,14.106625,14.184085,14.184085,200255805
2012-01-26,14.246102,14.308369,14.061046,14.149464,14.149464,129531704
2012-01-27,14.216214,14.453824,14.1801,14.445355,14.445355,145242371
2012-01-30,14.397285,14.445853,14.28147,14.388319,14.388319,93569411
2012-01-31,14.520573,14.54548,14.325056,14.448593,14.448593,86017210
2012-02-01,14.568892,14.58284,14.424434,14.466526,14.466526,93175942
2012-02-02,14.567149,14.605505,14.497659,14.573126,14.573126,96950036
2012-02-03,14.711358,14.87101,14.646352,14.852579,14.852579,127215053
2012-02-06,14.819702,15.213725,14.794795,15.170388,15.170388,147735682
2012-02-07,15.122069,15.17786,15.037635,15.112604,15.112604,83997668
2012-02-08,15.15918,15.226677,15.062044,15.189317,15.189317,73731331
2012-02-09,15.243364,15.305133,15.168146,15.229416,15.229416,90927546
2012-02-10,15.140251,15.146477,15.043613,15.091185,15.091185,93356617
2012-02-13,15.205506,15.288694,15.193551,15.247847,15.247847,72924318
2012-02-14,15.231409,15.242866,15.062542,15.187075,15.187075,72418428
2012-02-15,15.266029,15.266029,15.007747,15.082467,15.082467,97399715
2012-02-16,15.014223,15.163414,14.887448,15.106378,15.106378,101615457
2012-02-17,15.067772,15.134024,15.003762,15.059553,15.059553,98331193
2012-02-21,15.040375,15.389317,15.015717,15.292679,15.292679,99603946
2012-02-22,15.24187,15.36192,15.11111,15.141745,15.141745,78974912
2012-02-23,15.118333,15.141745,14.952704,15.096166,15.096166,82508106
2012-02-24,15.12705,15.234149,15.081222,15.190562,15.190562,77714204
2012-02-27,15.108121,15.251832,15.070014,15.175867,15.175867,72827958
2012-02-28,15.193053,15.436391,15.135269,15.402019,15.402019,114330940
2012-02-29,15.40725,15.581596,15.330039,15.398533,15.398533,125946315
2012-03-01,15.498408,15.584087,15.396042,15.501895,15.501895,89843498
2012-03-02,15.491932,15.541746,15.450089,15.473252,15.473252,63167885
2012-03-05,15.452829,15.504137,15.227424,15.298906,15.298906,63970883
2012-03-06,15.144485,15.163414,14.790561,15.067523,15.067523,127451937
2012-03-07,15.169391,15.222692,15.089939,15.113351,15.113351,50769586
2012-03-08,15.194049,15.230413,15.102143,15.12182,15.12182,54021731
2012-03-09,15.141994,15.240375,14.943986,14.950213,14.950213,107224403
